"ID_aux";"CODIGO_UNIV";"CODIGO";"VIA";"PREFERENCIA";"PTJE_POND";"TIPO_MATRICULA"
"id_196531974652";"45";45008;1;1;684,65;1
"id_432034377204";"51";51120;1;4;544;1
"id_831408370144";"14";14088;1;3;706,25;1
"id_999509975958";"25";25042;1;2;583,6;1
"id_777307776736";"56";56220;1;1;698,15;1
"id_155001578503";"41";41021;1;3;714,4;1
"id_275702778576";"20";20076;1;1;714,5;1
"id_947369478739";"20";20096;1;1;667,6;1
"id_735467375544";"20";20076;1;1;582,7;1
"id_184861878481";"56";56224;1;1;666,8;1
"id_262562672259";"29";29012;1;2;685,7;1
"id_616766174677";"50";50115;1;3;465,35;1
"id_8867988876728";"25";25052;1;6;639,7;1
"id_8902989570225";"21";21033;1;1;762,4;1
"id_8516985671682";"45";45004;1;1;679,3;1
"id_8740987274061";"53";53303;1;7;636;1
"id_8737987373774";"50";50119;1;5;765,55;1
"id_8156981275674";"35";35086;1;1;563,1;1
"id_8426984872610";"56";56220;1;0;0;9
"id_8434984573433";"26";26010;1;2;602,4;1
"id_8218982571855";"12";12042;1;1;788,8;1
"id_8289982278969";"21";21074;1;1;587,25;1
"id_8346983574681";"53";53309;1;1;760,5;1
"id_8024980572449";"47";47002;1;1;557,9;1
"id_8019980771970";"11";11017;1;2;766,15;1
"id_8098980479898";"18";18096;1;8;666,4;1
"id_8038980373824";"40";40030;1;3;634,3;1
"id_8664986976403";"14";14004;1;1;650,6;1
"id_8684986378423";"12";12034;1;1;684,25;1
"id_8630986673018";"46";46306;1;2;659,1;1
"id_9728997672850";"49";49113;1;1;654,55;1
"id_9144991874446";"56";56220;1;0;0;8
"id_9117991771768";"12";12018;2;1;614,05;4
"id_9189991378996";"55";55005;1;1;691,6;1
"id_9454994675499";"17";17054;1;1;497,25;1
"id_9370993277014";"35";35064;1;2;614,6;1
"id_9089990778900";"56";56518;1;1;852,9;1
"id_9021990472102";"52";52070;1;1;648,3;1
"id_9091990379132";"53";53306;1;3;681,05;1
"id_5851958975112";"25";25065;1;1;604,2;1
"id_5904959870461";"45";45001;1;10;537,5;3
"id_5982959278241";"56";56220;1;1;494,7;1
"id_5914959271450";"40";40074;1;1;714,6;1
"id_5531955873129";"12";12018;1;1;737,55;1
"id_5561955876159";"22";22023;1;1;592,6;1
"id_5509955170947";"56";56124;1;2;578,6;1
"id_5510955471033";"56";56410;1;1;599,8;1
"id_5575955077545";"49";49108;1;1;605,2;1
"id_5544955074486";"12";12018;1;1;778,85;1
"id_5789957178972";"32";32162;1;1;669;1
"id_5147951574728";"55";55076;1;1;753,2;1
"id_5174951177480";"41";41011;1;1;522,6;1
"id_5119951171931";"11";11061;1;4;468,3;1
"id_5168951076841";"55";55092;1;3;613;1
"id_5438954673845";"18";18096;1;1;725,8;1
"id_5241952874183";"26";26073;1;0;0;9
"id_5287952978732";"23";23016;1;1;699,7;1
"id_5283952978384";"11";11022;1;1;829,25;1
"id_5248952274882";"45";45036;1;3;567,85;1
"id_5232952073246";"56";56324;1;6;632,5;1
"id_5315953471587";"32";32043;1;0;0;8
"id_5323953472313";"12";12018;1;2;727,55;1
"id_5047950174764";"26";26071;1;5;564,4;1
"id_5072950277291";"56";56518;1;1;742,7;1
"id_5009950670901";"11";11065;1;2;614,55;1
"id_5649956574914";"39";39129;1;3;706,4;1
"id_7800978170082";"49";49305;1;6;696,3;1
"id_7807978370749";"12";12015;1;6;669,75;1
"id_7926979472601";"37";37098;4;1;591,35;11
"id_7973979277367";"32";32150;1;1;547,9;1
"id_7564975176457";"49";49317;1;1;561,7;1
"id_7548975274876";"41";41015;1;3;605,1;1
"id_7543975374364";"40";40050;1;1;550,8;1
"id_7534975673492";"21";21033;1;1;526,1;1
"id_7733977873370";"55";55092;1;11;494,4;1
"id_7723977272367";"55";55084;1;1;581,7;1
"id_7105971970505";"55";55114;1;1;571;1
"id_7186971778605";"19";19031;1;2;622,4;1
"id_7127971172777";"19";19022;1;4;555,5;1
"id_7137971473795";"21";21047;1;1;536,25;1
"id_7103971470392";"20";20086;1;1;596,8;1
"id_7421974672193";"32";32130;1;1;486,2;1
"id_7271972877130";"47";47004;1;2;557,8;1
"id_7205972770524";"22";22023;1;1;637;1
"id_7292972179203";"22";22004;1;1;692,85;1
"id_7218972071885";"49";49109;1;1;686,8;1
"id_7211972071181";"55";55114;1;1;635,7;1
"id_7326973872624";"40";40030;1;4;624,8;1
"id_7300973870004";"52";52090;1;1;522,25;1
"id_7054970475481";"55";55011;1;1;464,6;1
"id_7063970476304";"11";11061;1;2;707,6;1
"id_7052970075287";"50";50832;1;1;775,4;1
"id_7042970674272";"53";53101;1;9;566,4;1
"id_7067970676789";"52";52100;1;1;756,3;1
"id_7690976579056";"41";41212;1;1;792,1;1
"id_1821918972186";"49";49219;1;0;0;9
"id_1869918476982";"44";44027;1;1;815,85;1
"id_1838918073863";"17";17009;1;1;719,15;1
"id_1968919776879";"38";38162;1;3;707,1;1
"id_1918919171874";"45";45005;1;2;719,6;1
"id_1945919174524";"11";11026;1;5;794,35;1
"id_1906919170666";"11";11040;1;1;777,5;1
"id_1957919475783";"21";21043;1;1;678,3;1
"id_1979919477998";"11";11060;1;1;759,95;1
"id_1937919073739";"46";46402;1;0;0;2
"id_1908919070842";"39";39129;1;2;724,4;1
"id_1524915972446";"12";12097;1;1;548;1
"id_1556915075663";"14";14103;1;1;693,8;1
"id_1727917772758";"11";11525;1;1;882,9;1
"id_1799917179907";"35";35023;2;1;685,8;4
"id_1754917275420";"52";52504;1;5;571,1;1
"id_1470914277037";"56";56418;1;1;656,7;1
"id_1415914071538";"25";25019;1;1;665,65;1
"id_1447914674717";"12";12096;1;0;0;8
"id_1338913273881";"56";56124;1;1;625,85;1
"id_1378913077882";"56";56318;1;2;781;1
"id_1644916874449";"11";11040;2;2;699,2;4
"id_4847948474715";"51";51230;1;2;608,9;1
"id_4827948372785";"26";26040;1;1;480,3;1
"id_4826948372633";"56";56510;1;1;645,5;1
"id_4838948373892";"11";11078;1;17;858,15;1
"id_4833948373352";"26";26303;1;2;478,2;1
"id_4862948376216";"22";22021;1;1;660;1
"id_4809948670973";"26";26050;1;1;620,9;1
"id_4984949878468";"26";26303;1;1;527,25;1
"id_4940949974055";"35";35018;1;1;714,4;1
"id_4925949972570";"16";16019;1;3;632,7;1
"id_4925949572571";"19";19091;1;1;923,55;1
"id_4934949773492";"55";55021;1;11;677,9;1
"id_4906949770676";"49";49216;1;1;532,45;1
"id_4986949478644";"18";18040;1;1;636,8;1
"id_4974949277468";"38";38170;1;2;936;1
"id_4972949277243";"16";16048;1;1;740,5;1
"id_4921949272163";"25";25033;1;1;772,2;1
"id_4922949272272";"11";11062;1;3;664,1;1
"id_4915949371551";"13";13032;1;3;570,15;1
"id_4598945879892";"55";55011;1;7;508,8;1
"id_4598945879837";"56";56527;1;1;610;1
"id_4599945879937";"41";41076;1;1;619,7;1
"id_4560945076081";"36";36050;1;3;537,3;1
"id_4787947878701";"49";49303;1;5;641,7;1
"id_4778947877849";"26";26082;1;1;611,65;1
"id_4742947874285";"24";24070;1;2;687,7;1
"id_4728947872838";"47";47491;1;1;704,15;1
"id_4724947872479";"35";35029;1;1;661,35;1
"id_4776947777687";"11";11028;1;1;708,1;1
"id_4747947774703";"45";45005;1;4;709,9;1
"id_4751947275134";"22";22091;1;1;572,8;1
"id_4725947272522";"52";52588;1;2;470;1
"id_4779947377900";"30";30007;1;1;646,1;1
"id_4767947076797";"41";41066;1;2;624,6;1
"id_4186941878616";"19";19005;1;3;573,75;1
"id_4140941974007";"14";14006;1;6;663,9;1
"id_4139941973946";"16";16058;1;1;743,5;1
"id_4125941572539";"37";37100;1;1;598,3;3
"id_4117941271713";"49";49108;1;4;574,1;1
"id_4186941078632";"20";20050;1;4;565,25;1
"id_4460944776060";"20";20052;1;1;523,7;1
"id_4454944175440";"45";45021;1;1;578,7;1
"id_4440944174040";"56";56224;1;1;605,8;1
"id_4405944170559";"41";41026;1;3;514,8;1
"id_4400944170012";"55";55115;1;1;462,2;1
"id_4467944176758";"23";23077;1;1;818,15;1
"id_4432944373291";"37";37027;1;1;559,1;8
"id_4432944373296";"37";37100;1;1;697,2;1
"id_4449944074925";"50";50528;1;1;700,35;1
"id_4226942972684";"41";41156;1;2;509;1
"id_4264942976429";"18";18073;1;1;585,7;1
"id_4271942177144";"52";52070;1;3;612,1;1
"id_4210942371034";"14";14091;1;5;505,6;1
"id_4284942678477";"24";24069;1;2;770,25;1
"id_4275942677585";"22";22080;1;1;683,65;1
"id_4357943875769";"20";20050;1;2;441,6;1
"id_4307943870746";"15";15303;1;1;773;1
"id_4345943574521";"11";11061;1;1;625,95;1
"id_4339943073942";"26";26007;1;1;699,5;1
"id_4356943675676";"55";55115;1;1;533,2;1
"id_4322943672289";"49";49108;1;3;549,7;1
"id_4073940877381";"12";12025;1;1;768,75;1
"id_4002940570270";"19";19030;1;1;717,35;1
"id_4018940171850";"46";46107;1;1;632,1;1
"id_4069940076946";"56";56224;1;5;570,1;1
"id_4014940671459";"32";32012;1;1;707,55;1
"id_4685946878588";"56";56211;1;1;609,5;1
"id_4601946970157";"21";21056;1;5;747,8;1
"id_4695946179548";"40";40073;1;4;725,95;1
"id_4690946179071";"55";55006;1;1;627,1;1
"id_4617946271779";"46";46104;1;3;609,3;1
"id_4625946272517";"51";51130;1;1;725,5;1
"id_4684946078440";"22";22020;1;1;696;1
"id_2869928976955";"13";13072;1;6;837,15;1
"id_2858928575877";"41";41164;1;5;887,9;1
"id_2855928575570";"29";29066;1;2;665,9;1
"id_2883928778323";"21";21048;1;1;571,7;1
"id_2840928174075";"45";45038;1;0;0;9
"id_2826928472624";"55";55075;1;1;557,1;1
"id_2822928372209";"41";41059;1;3;558,8;1
"id_2913929971385";"55";55052;1;1;564,2;1
"id_2941929974165";"39";39120;1;3;663,4;1
"id_2958929575810";"35";35078;1;5;631,35;1
"id_2952929575249";"26";26005;1;2;536,4;9
"id_2925929572575";"56";56324;1;1;710,8;1
"id_2956929775669";"23";23029;1;5;445,7;9
"id_2976929777638";"42";42001;1;8;791,3;1
"id_2924929472410";"55";55074;1;1;679,7;1
"id_2990929279084";"15";15170;1;1;837,2;1
"id_2592925879208";"56";56424;1;2;668;1
"id_2587925578745";"13";13025;1;1;669,15;1
"id_2543925774345";"51";51152;1;1;554,9;1
"id_2551925175110";"35";35083;1;1;538,2;1
"id_2557925075778";"13";13060;1;1;732,05;1
"id_2568925076846";"26";26055;1;1;500,3;1
"id_2780927878059";"55";55065;1;1;745,5;1
"id_2734927873464";"18";18096;1;1;638,15;1
"id_2763927576358";"55";55056;1;2;604,2;1
"id_2739927773968";"35";35007;1;1;622,85;1
"id_2777927177712";"55";55115;1;3;489,6;1
"id_2739927173955";"40";40040;1;1;691;1
"id_2740927474087";"32";32162;1;1;737;1
"id_2700927470044";"47";47201;1;1;709,3;1
"id_2733927273319";"11";11001;1;1;792,2;1
"id_2778927377813";"45";45016;1;0;0;9
"id_2740927074047";"11";11523;1;1;737,85;1
"id_2168921976840";"50";50233;1;1;767,8;1
"id_2119921571920";"19";19045;1;1;784,9;1
"id_2168921776846";"14";14090;1;10;660,8;1
"id_2179921177908";"55";55016;1;5;690,35;1
"id_2118921171832";"18";18072;1;1;703,15;1
"id_2117921171726";"55";55064;1;1;614,4;1
"id_2139921173941";"51";51130;1;2;829,4;1
"id_2125921472520";"35";35082;1;2;805,8;1
"id_2159921275948";"38";38176;4;2;549,7;11
"id_2175921277524";"16";16050;1;1;693,3;1
"id_2190921379035";"50";50833;1;1;696,65;1
"id_2149921074916";"26";26082;1;2;551,55;1
"id_2129921072914";"29";29054;1;1;666,05;1
"id_2495924879546";"56";56518;1;1;688,3;1
"id_2478924877868";"14";14032;1;1;614,9;1
"id_2456924975602";"29";29033;1;1;541,9;1
"id_2443924974387";"29";29068;1;2;854,3;1
"id_2492924179262";"34";34003;1;1;663,4;1
"id_2438924173861";"49";49114;1;1;581,4;1
"id_2451924475121";"26";26008;1;1;528,5;1
"id_2489924278933";"51";51282;1;3;561,4;1
"id_2491924379137";"56";56310;1;4;618,8;1
"id_2450924375037";"45";45016;1;2;519,55;1
"id_2432924673293";"50";50502;1;1;776,7;1
"id_2234922873458";"45";45008;1;3;560,75;1
"id_2232922873289";"46";46104;1;1;485,1;1
"id_2201922870195";"20";20024;1;5;601,95;1
"id_2204922970480";"14";14091;1;1;668,4;1
"id_2202922570217";"41";41204;1;1;824,6;1
"id_2290922779017";"37";37047;1;1;795,5;1
"id_2222922772235";"16";16097;1;1;785,65;1
"id_2234922773494";"39";39110;1;1;488,95;1
"id_2263922176363";"13";13052;1;2;567,35;1
"id_2285922378537";"49";49013;1;4;628,1;1
"id_2253922375347";"55";55054;1;1;597,3;1
"id_2252922075267";"11";11062;1;1;673,55;1
"id_2215922071509";"55";55029;1;7;522,7;1
"id_2241922074144";"55";55056;1;1;787,3;1
"id_2385923878570";"34";34022;1;1;794,6;1
"id_2359923875979";"14";14067;1;1;744,25;1
"id_2319923871935";"25";25031;1;1;525,85;1
"id_2346923874650";"18";18202;1;1;615,1;1
"id_2303923870395";"35";35006;2;1;695,3;4
"id_2353923975325";"47";47005;1;3;543,15;1
"id_2377923577701";"50";50921;1;1;641,4;1
"id_2306923570683";"14";14081;1;1;669,95;1
"id_2316923771665";"58";58138;1;2;632,4;1
"id_2305923770551";"29";29027;1;5;741,7;1
"id_2398923179896";"21";21073;1;1;587,75;1
"id_2393923479317";"12";12025;1;1;851,75;1
"id_2375923477548";"41";41068;1;4;536,4;1
"id_2352923275243";"13";13032;1;3;575,95;1
"id_2317923271702";"55";55117;1;2;745,9;1
"id_2389923378910";"50";50919;1;1;586,2;1
"id_2386923378606";"22";22059;1;1;568,3;1
"id_2378923377814";"55";55031;1;2;586,05;1
"id_2397923079708";"32";32026;1;1;499,1;1
"id_2340923074052";"45";45004;1;1;602;1
"id_2337923073755";"20";20011;1;1;602;1
"id_2330923073082";"56";56416;1;1;545,4;1
"id_2378923677819";"34";34086;1;2;722,2;1
"id_2074920977446";"14";14091;1;1;608,4;1
"id_2018920971895";"19";19030;1;2;784,35;1
"id_2011920571181";"52";52588;1;3;545;1
"id_2065920576590";"39";39413;1;1;779,4;1
"id_2022920772219";"47";47005;1;1;704,5;1
"id_2003920270341";"18";18040;1;1;633,95;1
"id_2030920373005";"49";49216;1;1;542,95;1
"id_2079920077925";"47";47401;1;2;741,1;1
"id_2031920073101";"41";41213;1;3;833,9;1
"id_2084920678415";"56";56510;1;1;642,1;1
"id_2094920679414";"41";41091;1;1;604,6;1
"id_2690926879015";"16";16049;1;1;736,2;1
"id_2661926876188";"56";56310;1;1;626;1
"id_2689926978906";"11";11021;1;4;695,3;1
"id_2625926972527";"25";25044;1;1;616,7;1
"id_2698926779804";"36";36053;1;1;681,4;1
"id_2658926775862";"55";55074;1;4;539,2;1
"id_2675926777552";"45";45004;1;1;588,4;1
"id_2600926770041";"20";20007;1;1;646,85;1
"id_2686926178645";"15";15384;1;6;779,15;1
"id_2698926179834";"11";11028;1;1;735;1
"id_2697926179749";"19";19045;1;1;807,9;1
"id_2690926179070";"45";45025;1;1;474,1;1
"id_2674926477411";"20";20007;1;1;483,75;1
"id_2640926474090";"19";19043;1;1;804;1
"id_2634926473439";"11";11523;1;1;729,85;1
"id_2677926277732";"30";30007;1;1;640,6;1
"id_2602926270253";"14";14001;1;1;627,3;1
"id_2626926072692";"51";51130;1;3;750,5;1
"id_2636926073657";"13";13057;1;1;787,35;1
"id_2628926672831";"11";11011;1;1;694,35;1
"id_3814938571477";"56";56524;1;4;607,75;1
"id_3833938573311";"55";55065;1;1;664,4;1
"id_3890938179058";"13";13054;1;1;710,7;1
"id_3857938175735";"55";55044;1;1;627,2;1
"id_3815938171584";"13";13040;1;1;750,25;1
"id_3827938172795";"50";50131;1;2;561,1;1
"id_3872938277292";"56";56316;1;1;763,8;1
"id_3884938078454";"49";49101;1;2;653,05;1
"id_3851938675137";"55";55084;1;1;567,1;1
"id_3934939873464";"47";47003;1;1;542,9;1
"id_3907939970746";"12";12038;1;1;713,1;1
"id_3933939573360";"16";16047;1;1;753,5;1
"id_3954939775476";"18";18068;1;1;629,25;1
"id_3912939771257";"22";22107;1;1;588,7;8
"id_3954939175485";"41";41068;1;1;615,5;1
"id_3970939477088";"17";17843;1;1;575,8;1
"id_3921939472187";"12";12089;1;3;852,4;1
"id_3954939275439";"19";19015;1;1;602,1;1
"id_3956939275662";"41";41097;1;3;716,5;1
"id_3974939277468";"55";55050;1;1;597,1;1
"id_3927939272776";"47";47007;1;1;826,45;1
"id_3981939378136";"35";35060;1;1;643,2;1
"id_3941939374105";"42";42004;1;3;753,95;1
"id_3904939070425";"16";16055;1;2;793,3;1
"id_3941939674103";"27";27043;1;6;480,5;1
"id_3946939674656";"55";55038;1;4;609,4;1
"id_3930939673025";"50";50528;1;1;662;1
"id_3936939673611";"32";32043;1;1;525,9;1
"id_3963939676306";"55";55050;1;4;552;1
"id_3599935879962";"50";50529;1;1;623,95;1
"id_3549935574981";"56";56424;1;1;621,3;1
"id_3502935570244";"53";53101;1;3;602,5;1
"id_3538935173875";"56";56621;1;0;0;8
"id_3500935170077";"11";11078;1;2;821,55;1
"id_3553935475312";"12";12097;1;1;686,9;1
"id_3573935477353";"49";49105;1;1;567,4;1
"id_3515935471513";"38";38326;1;2;574,9;1
"id_3560935476049";"37";37048;1;1;668;1
"id_3563935376342";"11";11016;1;1;717,15;1
"id_3571935077106";"11";11020;1;1;788;1
"id_3714937871420";"11";11065;1;2;664,65;1
"id_3721937972130";"12";12060;1;1;782,6;1
"id_3737937973778";"12";12028;1;2;836,1;1
"id_3733937973332";"55";55062;1;2;609;1
"id_3764937976449";"30";30044;1;1;690,4;1
"id_3785937578564";"36";36057;1;1;575,3;1
"id_3701937570179";"29";29072;1;1;665,1;1
"id_3754937175416";"20";20007;1;1;577,05;1
"id_3733937173315";"16";16050;1;1;757,8;1
"id_3771937477197";"19";19091;1;1;693,4;1
"id_3728937272874";"30";30026;1;1;926,95;1
"id_3788937378886";"55";55121;1;2;548,6;1
"id_3774937377479";"39";39135;1;1;718,8;1
"id_3753937075385";"39";39117;1;1;736,55;1
"id_3707937070778";"19";19079;1;1;762,1;1
"id_3782937678241";"20";20007;1;1;595,35;1
"id_3797937679776";"46";46401;1;3;570,05;1
"id_3747937674724";"12";12005;1;1;808,05;1
"id_3744937674454";"29";29021;1;1;793,6;1
"id_3107931870770";"12";12011;1;1;792,55;1
"id_3172931977220";"50";50810;1;3;684,7;1
"id_3176931977689";"16";16052;1;2;693,2;1
"id_3140931974064";"50";50219;1;2;683,45;1
"id_3138931973843";"38";38005;1;1;834,35;1
"id_3108931970850";"45";45014;1;10;558,65;1
"id_3100931970019";"56";56224;1;12;553,5;1
"id_3188931578872";"46";46107;1;0;0;8
"id_3173931577310";"45";45008;1;2;419,35;1
"id_3134931573418";"50";50802;1;3;515,3;1
"id_3186931778603";"55";55006;1;1;609,6;1
"id_3124931772409";"55";55054;1;3;617,4;1
"id_3183931178391";"12";12096;1;1;555,1;1
"id_3192931479221";"50";50802;1;2;473,9;1
"id_3155931275526";"53";53201;1;0;0;2
"id_3198931079821";"14";14071;1;6;591;1
"id_3149931074953";"32";32164;1;1;696,4;1
"id_3180931678041";"39";39104;1;2;580,7;1
"id_3111931671187";"43";43026;1;1;721,1;1
"id_3112931671237";"55";55042;1;1;699,1;1
"id_3490934879067";"47";47005;1;1;847,25;1
"id_3480934978033";"47";47002;1;1;550,9;1
"id_3459934975916";"50";50519;1;4;833,35;1
"id_3461934976194";"55";55062;1;1;723,1;1
"id_3457934575709";"11";11526;1;1;870,3;1
"id_3470934777071";"16";16041;1;1;847,4;1
"id_3476934177607";"55";55062;1;1;682,9;1
"id_3414934171434";"46";46401;1;5;553,1;1
"id_3442934174223";"50";50929;1;3;837,85;1
"id_3409934170980";"11";11027;1;2;788,2;1
"id_3457934475726";"41";41026;1;1;654,4;1
"id_3420934472012";"22";22073;1;1;735,05;1
"id_3449934274983";"14";14086;1;1;783;1
"id_3466934276600";"41";41102;1;1;613,5;1
"id_3450934375099";"36";36010;1;1;620,25;1
"id_3470934377064";"50";50128;1;1;781,7;1
"id_3419934371993";"36";36010;1;1;616;1
"id_3415934371548";"50";50121;1;5;539,5;1
"id_3489934078939";"52";52498;1;0;0;2
"id_3491934079139";"18";18072;1;1;813,4;1
"id_3478934077853";"30";30055;1;1;860,4;1
"id_3419934071996";"49";49306;1;3;848,15;1
"id_3441934074139";"49";49317;1;2;539,8;1
"id_3421934672192";"15";15102;1;1;741,55;1
"id_3405934670584";"50";50219;1;1;835,15;1
"id_3298932879881";"41";41215;1;1;486,3;1
"id_3225932872533";"17";17835;1;1;691,5;1
"id_3298932979831";"32";32014;1;1;535,7;1
"id_3213932971333";"41";41214;1;1;841,6;1
"id_3208932970851";"50";50229;1;3;655,9;1
"id_3217932771741";"14";14201;1;1;614,9;1
"id_3257932175788";"56";56524;1;2;670,4;1
"id_3201932470134";"32";32061;1;5;462,5;1
"id_3264932476420";"32";32164;1;1;495,1;1
"id_3296932279624";"56";56208;1;3;724,95;1
"id_3211932271194";"58";58001;1;1;535,1;1
"id_3292932379249";"56";56424;1;1;513,45;1
"id_3299932079995";"12";12028;1;1;766,9;1
"id_3206932670613";"50";50925;1;5;919,3;1
"id_3387933878711";"44";44052;1;2;863,95;1
"id_3315933871562";"16";16048;1;1;718,9;1
"id_3345933874599";"46";46402;1;0;0;2
"id_3341933974135";"25";25027;1;1;889;1
"id_3305933970573";"32";32135;1;1;507,3;1
"id_3382933578286";"32";32164;1;1;717;1
"id_3362933576215";"16";16047;1;1;679,9;1
"id_3371933777185";"20";20096;1;2;593,9;1
"id_3370933777070";"38";38005;1;2;841,75;1
"id_3384933178492";"56";56418;1;1;691,6;1
"id_3312933171285";"51";51152;1;8;561,7;1
"id_3331933173101";"47";47431;1;1;652,1;1
"id_3361933176199";"55";55056;1;2;626;1
"id_3355933275565";"49";49102;1;1;623,9;1
"id_3349933274910";"38";38167;1;2;546,1;1
"id_3317933371738";"27";27037;1;2;448,2;1
"id_3370933077056";"52";52505;1;0;0;2
"id_3312933071285";"53";53401;1;3;693,95;1
"id_3381933678164";"26";26055;1;0;0;2
"id_3347933674761";"34";34039;1;1;711,4;1
"id_3049930874988";"26";26080;1;1;498,5;1
"id_3002930870200";"41";41091;1;1;685,65;1
"id_3085930978585";"41";41168;1;4;661,6;1
"id_3081930978196";"27";27023;1;1;654,9;1
"id_3098930979881";"12";12088;1;1;737,4;1
"id_3079930977969";"29";29082;1;1;725,8;1
"id_3049930974978";"19";19085;1;1;759,65;1
"id_3017930571770";"49";49231;1;2;598,75;1
"id_3015930771577";"12";12042;1;2;739,4;1
"id_3010930771095";"46";46306;1;5;462;1
"id_3007930170711";"20";20011;1;1;624,7;1
"id_3019930471961";"49";49203;1;5;636;1
"id_3032930473286";"55";55044;1;1;713,8;1
"id_3053930375373";"13";13039;1;1;826,2;1
"id_3041930374138";"50";50931;1;1;580,8;1
"id_3009930370907";"11";11022;1;1;812,55;1
"id_3053930075396";"34";34020;1;2;910,15;1
"id_3076930077666";"34";34029;1;1;566,3;1
"id_3049930074938";"35";35071;1;16;840,85;1
"id_3046930074649";"55";55063;1;1;605,1;1
"id_3027930672702";"56";56625;1;3;503;1
"id_3651936875187";"27";27051;1;4;558,7;1
"id_3675936977512";"55";55008;1;1;680,6;1
"id_3618936971871";"55";55104;1;1;558,35;1
"id_3658936575813";"17";17036;1;3;564,1;1
"id_3659936575947";"45";45017;1;1;541,45;1
"id_3677936577749";"54";54309;1;1;523,3;1
"id_3628936572819";"11";11028;1;1;757;1
"id_3636936573646";"49";49103;1;1;642,4;1
"id_3698936779889";"55";55042;1;1;730,5;1
"id_3647936174711";"13";13035;1;4;618,7;1
"id_3643936474337";"44";44028;1;0;0;2
"id_3666936276623";"17";17032;1;1;656,3;1
"id_3686936378607";"26";26059;1;0;0;10
"id_3688936078833";"25";25067;1;1;648,8;1
"id_3656936075639";"37";37022;1;1;696,2;1
"id_3601936070155";"29";29067;1;1;827,1;1
"id_3643936674382";"16";16047;1;1;718,7;1
"id_0878908877840";"17";17040;1;1;525,5;1
"id_0814908871491";"23";23059;1;3;557,3;1
"id_0828908872828";"55";55006;1;1;556,3;1
"id_0805908870560";"23";23018;1;1;737;1
"id_0886908978638";"25";25053;1;1;726,65;1
"id_0856908575696";"19";19039;1;2;904,3;1
"id_0876908577637";"41";41056;1;5;908,6;1
"id_0829908572993";"50";50921;1;1;696,4;1
"id_0873908777387";"14";14088;1;1;744,65;1
"id_0818908171890";"47";47151;1;1;657,6;1
"id_0889908478918";"35";35061;1;1;783,5;1
"id_0890908479031";"45";45016;1;2;504,6;1
"id_0869908476998";"16";16060;1;4;817,15;1
"id_0873908277368";"15";15462;1;1;684,35;1
"id_0821908272141";"16";16060;1;2;819;1
"id_0866908276640";"55";55107;1;1;565,4;1
"id_0815908371530";"39";39110;1;10;514,15;1
"id_0804908370451";"11";11523;1;1;731,55;1
"id_0858908075859";"56";56221;1;1;393,1;1
"id_0828908072833";"11";11022;1;1;836,65;1
"id_0829908072993";"41";41212;1;1;652,5;1
"id_0801908070136";"16";16044;2;8;592,55;4
"id_0881908678182";"50";50929;1;1;750,75;1
"id_0842908674241";"21";21048;1;14;650,3;1
"id_0807908670780";"56";56211;1;1;585,9;1
"id_0973909877306";"48";48008;1;1;475,45;1
"id_0921909872117";"50";50121;1;3;558,7;1
"id_0907909870727";"55";55032;1;1;670,55;1
"id_0997909979711";"41";41015;1;6;607;1
"id_0902909970258";"26";26096;1;2;589,65;1
"id_0969909976949";"52";52258;1;1;541;1
"id_0961909976124";"56";56127;1;2;764,5;1
"id_0983909578394";"45";45019;1;2;648,35;1
"id_0952909575259";"11";11508;1;1;765,9;1
"id_0970909577081";"20";20050;1;2;546,55;1
"id_0917909571783";"29";29078;1;1;728,45;1
"id_0908909570886";"11";11521;1;2;529,8;1
"id_0905909570546";"39";39115;1;1;531,75;1
"id_0951909775109";"39";39409;1;2;640,75;1
"id_0942909774298";"13";13067;1;1;833,4;1
"id_0936909773663";"36";36055;1;1;537,7;1
"id_0913909171340";"12";12039;1;1;911,65;1
"id_0980909478077";"16";16042;1;4;669,3;1
"id_0948909474812";"36";36011;1;1;767,3;1
"id_0999909279968";"48";48001;1;1;556;1
"id_0953909275332";"16";16055;1;1;734,2;1
"id_0998909379869";"50";50928;1;4;474,6;1
"id_0930909373066";"25";25027;1;2;673,3;1
"id_0926909072698";"11";11523;1;1;661,6;9
"id_0901909070151";"50";50929;1;1;708,6;1
"id_0989909678949";"50";50930;1;1;539,55;1
"id_0991909679155";"20";20050;1;2;635,35;1
"id_0992909679245";"56";56205;1;1;543,1;1
"id_0992909679203";"11";11072;1;1;641;1
"id_0913909671308";"49";49328;1;8;656;1
"id_0928909672880";"40";40021;1;1;541,2;1
"id_0519905871978";"32";32014;1;1;588,8;1
"id_0511905871182";"50";50230;1;1;512,3;1
"id_0588905978823";"39";39135;1;4;856,4;1
"id_0594905979457";"45";45017;1;0;0;2
"id_0519905971935";"16";16103;1;1;740,5;1
"id_0518905571807";"55";55065;1;1;724;1
"id_0588905778894";"29";29017;1;4;610,6;1
"id_0540905774090";"26";26025;1;2;534,3;1
"id_0524905772425";"41";41098;1;3;704,5;1
"id_0522905772225";"14";14201;1;1;719,5;1
"id_0520905772084";"33";33412;1;1;793,85;1
"id_0530905773023";"12";12058;1;1;955,7;1
"id_0514905171413";"21";21057;1;4;524,95;1
"id_0549905174961";"20";20081;1;1;738,8;1
"id_0569905176990";"52";52504;1;6;530,6;1
"id_0569905176907";"52";52070;1;9;538,25;1
